,OrderID,CustomerID,ProductName,Brand,Raw_Weight,Country,OrderDate,UnitPrice,Weight_Numeric
1450,REC-654088,13672,Granola L'original,Unknown,400 g (2 * 200 g),France,2024-12-28,15.23,400.0
1451,REC-645643,9941,Lait Praliné Double Lait,Côte d'Or,200 g,France,2026-01-13,17.37,200.0
1452,REC-972955,13466,Bonbons Tic Tac x110 pastilles MENTHE - 54g,"Ferrero,Mixte,TIC TAC",54 g,"France,Allemagne,Suisse",2025-04-18,11.46,54.0
1453,REC-719828,9191,"Kinder pingui gouter frais genoise avec chocolat noir extra, fourree lait et cacao t8 pack de 8 etuis","Ferrero,Kinder",240 g,"Belgique,France,Suisse",2025-10-06,9.45,240.0
1454,REC-307113,14480,Protein Salted Caramel Nut,Nature Valley,160g,"France,United Kingdom",2024-05-19,22.71,160.0
1455,REC-939640,13338,gullon Hearts of Cereal Breakfast,Gullón,220g,"France, Italy, en:morocco",2024-09-12,4.79,220.0
1456,REC-869798,10742,Muesli & Raisin Cookies 185g,Florbú,,"en:cape-verde, en:morocco, en:spain, en:france",2024-11-29,23.07,
1458,REC-388806,9124,Barritas de cereales muesli con avellanas y almendras,Unknown,150 g (6 x 25 g),España,2024-04-03,18.83,150.0
1459,REC-677939,10397,Peanut Butter Pretzels,Kirkland Signature,55 oz,"Canada, France, United States, en:united-kingdom",2024-08-30,11.06,55.0
1460,REC-840350,5585,Sablés Normands,"Carrefour, Reflets de France",175 g,"France,Italie,Espagne",2024-11-05,19.56,175.0
1461,REC-504534,11496,LOTUS Gaufre de Liège Chocolat au lait 363g (7x1p),Unknown,363 g,France,2024-11-20,8.44,363.0
1462,REC-794582,11106,Palomitas pipocas microondas Sal,Hacendado,270 g,España,2024-02-06,10.02,270.0
1463,REC-878514,12336,Milka oréo,Milka,100g,"France, Romania, en:morocco",2025-03-10,5.3,100.0
1465,REC-595830,12601,Curvies original gluten free,"Arvid Nordquist Norge AS, Schär",170g,"France, Germany, United Kingdom, en:morocco",2025-05-20,23.91,170.0
1466,REC-455521,10167,Hand Cooked Lightly Salted Potato Crisps,Specially Selected,6 Bags 25g Each,en:gb,2024-08-24,17.58,6.0
1467,REC-429007,7146,Cashew Nuts Unsalted (Anacardos sin sal),Snacks of The World,150 g,France,2025-08-30,20.33,150.0
1468,REC-968440,11725,Süßkartoffel Pommes,Harvest Basket,500 g,"République tchèque,France,Allemagne,Hongrie,Royaume-Uni",2024-10-24,10.6,500.0
1469,REC-658069,12892,Tartines craquantes sarrasin,"Carrefour BIO, Carrefour",150 g (2 x 75 g),"France, en:belgium, Italie, Espagne",2025-11-29,8.5,150.0
1470,REC-460238,12624,Sour cream & onion flavour potato chips,Popchips,5 x 17 g,en:gb,2025-09-29,1.44,5.0
1471,REC-154663,6202,Hummus bites tomato and basil,Snaktastic,135g,en:gb,2025-03-07,15.06,135.0
1472,REC-661977,5994,Linsen Chips Paprika Style,funny-frisch,90g,Germany,2024-12-21,14.74,90.0
1473,REC-418798,5047,Tartines craquantes au blé complet 250g,U,250 g,France,2025-09-02,17.34,250.0
1474,REC-620407,12251,Brioche Muffin x 5 250g,La Boulangère,250 g,en:fr,2024-04-26,14.1,250.0
1475,REC-256282,9339,"Chocolat noir, Éclats d'amandes grillées & pointe de sel","Fairglobe, Way to go!, Lidl",180g,"France,Germany",2025-02-08,6.3,180.0
1476,REC-660659,6007,Cookies Classique,Delacre,136g,"France, en:belgium",2024-11-22,1.84,136.0
1477,REC-181038,5373,Almond Cantucci,Crosta & Mollica,,United Kingdom,2025-09-22,21.88,
1478,REC-292059,9137,amaretti,Crosta and mollica,140g,United Kingdom,2025-11-19,9.04,140.0
1479,REC-736619,7858,crispy seaweed thins sea salt,itsu,5G,en:United Kingdom,2024-11-11,10.74,5.0
1483,REC-133492,7463,Doritos Goût nature maxi format,Doritos,230 g,Frankreich,2026-01-04,14.91,230.0
1484,REC-705097,7794,St michel - madeleines moelleuses nature x32 sachets individuels - le paquet de 800g,St michel,,France,2024-07-10,2.4,
1485,REC-479730,6868,Chips paysanne au sel de Guérande,Brets,125g,"France, en:morocco",2025-02-15,17.4,125.0
1486,REC-222852,7176,Tartines craquantes sarrasin,"Jardin bio, Léa Nature",300 g,France,2024-08-05,4.54,300.0
1487,REC-760733,10245,Chocolat noir caramel pointe de sel,Ethiquable,100 g e,France,2025-10-30,20.8,100.0
1488,REC-761251,10166,Biscuit petit beurre blé cplt (15) 140g,Biocoop,140 g,France,2025-07-07,24.53,140.0
1489,REC-520336,11904,Bonbons à l'eucalyptus,"AmanieNord Fresh, Lidl",300 g,"en:france, en:germany, en:romania, en:spain",2025-06-28,22.54,300.0
1490,REC-441194,11892,Peanut Chocolate Treat Bag,M&M's,82 g,en:france,2025-07-12,20.25,82.0
1491,REC-431820,11763,McVitie's Rich Tea Classic 2 x,McVitie's,600g,"France, United Kingdom, en:ireland",2025-12-16,11.86,600.0
1492,REC-393895,11836,Hand-cooked crisp lightly sea salted,Tyrrells,,"France, en:united-kingdom",2024-10-09,5.83,
1493,REC-687663,5520,Biscoff,Lotus,250g,"Österreich,Deutschland,Schweiz",2026-01-24,24.3,250.0
1494,REC-856276,13683,Ficelles Olives Vertes et Noires,Kambly,100 g,France,2025-03-03,5.55,100.0
1495,REC-735162,5998,Lindet choco swis dark 2yrs prod,Lindt,100 g,"France, en:morocco",2025-06-08,15.71,100.0
1496,REC-867667,12982,Moelleux Multi Céréales,"BelVita, LU",250 g,"Belgique,France,Suisse",2024-05-17,14.94,250.0
1497,REC-410547,12109,Prince - Biscuits fourrés goût chocolat,Lu,3 x 300 g,"France,Germany",2025-06-17,16.5,3.0
1498,REC-110068,13414,Milka Tendre au lait,Milka,100 g,"France, en:morocco",2025-09-22,2.22,100.0
1499,REC-919137,7180,Milk Chocolate Truffles,Unknown,200g,"Italy,Switzerland,en:united-kingdom",2025-05-26,21.11,200.0
1500,REC-944870,10506,TIC TAC Fresh Mint,Unknown,18 g,"Belgique,Bulgarie,France,Hongrie,Italie",2025-05-16,10.46,18.0
1501,REC-430972,12397,Sunbites. Sal marina.,"Sunbites,PepsiCo",,"Portugal,Espanha",2024-03-07,13.67,
1502,REC-245362,7100,DooWap pépites chocolait ss additif,"Barilla, Harrys",320 g,France,2025-07-25,4.2,320.0
1503,REC-345822,6789,Biscuiți cu cremă de cacao,Croco,25g,"France, Romania, en:spain",2024-10-02,14.0,25.0
1504,REC-232705,10631,Sea Salt & Chardonnay Wine Vinegar Crisps,"Co Op, Coop",150 g,"France, en:united-kingdom",2024-07-25,10.2,150.0
1505,REC-999167,10562,Potato Cakes,Warburtons,6,en:gb,2024-11-01,20.4,6.0
1506,REC-605560,14622,Corn Puffs Star W Cascaval 90G 1 / 20 1.6KG / Box,Star,90g,"Franța,România",2025-11-14,18.87,90.0
1507,REC-497922,10153,Pure fresh mentos,Mentos,30 g,"Spain, en:morocco",2026-01-24,1.01,30.0
1508,REC-631891,10835,Dark chocolate,Waitrose,100g,United Kingdom,2025-03-14,12.99,100.0
1509,REC-692106,13978,Sea Salt Sourdough Flatbreads,Peter's Yard,115g,en:gb,2025-03-12,1.61,115.0
1510,REC-630007,9811,Pepite chocolat,Aiguebelle,,en:ma,2024-04-18,18.09,
1511,REC-496835,6799,Les Fourrées  -  Beurre de Cacahuète & Cacao,Funkie,250 g,France,2025-03-05,23.57,250.0
1512,REC-602078,9849,Barre aux 4 céréales et figue,"Marque Repère, Grainéa",126 gr,France,2026-01-29,24.39,126.0
1513,REC-293057,8530,Pistachios,Alesto,,United Kingdom,2024-10-04,8.25,
1514,REC-645951,11187,Major (goût vanille ),SAÏDA,,Morocco,2025-09-04,22.97,
1515,REC-327669,11185,"Brossard - Savane Mini Dark Chocolate Marble Cakes, 210g (7.5oz)",Brossard,210 g,en:fr,2024-03-11,1.94,210.0
1516,REC-769574,5411,50G RICOLA MENTHOL,Ricola,50 g,France,2026-01-22,15.24,50.0
1517,REC-293254,12395,Biscuits à l'avoine complète nature bio 130g,"U, U Bio",130 g,France,2024-11-29,11.4,130.0
1518,REC-706176,14601,P’tit fondant coeur chocolat,Bjorg,180 g,France,2024-06-07,22.13,180.0
1519,REC-318587,6014,The Best Sea Salted Crisps,Morrisons,,en:gb,2025-08-26,17.01,
1520,REC-970573,7195,Toffifee weiß,"Storck,Toffifee",125g,"Österreich,Deutschland",2024-11-20,12.17,125.0
1521,REC-753812,7220,Tobigo,Unknown,,en:ma,2024-08-04,17.34,
1522,REC-415914,9368,Heroes,Cadbury,550g,"Russia, en:united-kingdom",2026-01-21,4.14,550.0
1523,REC-614261,11482,Sweet chilli pepper,Unknown,160g,en:France,2024-12-10,13.75,160.0
1524,REC-987997,6921,Organix carrot cake oats bars,Organix,6x23g,en:United Kingdom,2024-08-18,1.04,6.0
1525,REC-407145,8361,Crousti’pause choco noisette,Gerblé,,"France,Kenya",2025-04-08,8.92,
1526,REC-173883,5736,Natural Original Liquorice 4 Bars,Panda,128 g,"France,Netherlands,United Kingdom",2024-10-14,15.52,128.0
1527,REC-296684,7349,Mikrowellen Popcorn salzig,McEnnedy,300 g,"France,Allemagne,États-Unis",2024-11-22,8.63,300.0
1529,REC-781241,14005,Biscuits Complets Avoine et blé Bio,"Aachener Zucker- und Backwaren Paul Schaeffer, Lidl, Sondey","200 g (16 x 12,5 g)","Frankreich,Deutschland",2025-01-12,11.49,200.0
1531,REC-813081,14948,Cereal Max Energy Noisette Chocolat,Isostar,3 x 55g,France,2024-08-31,18.24,3.0
1532,REC-970687,5445,Sticks et bretzels,Carrefour,300 g,"en:belgium, en:france, en:italy, en:spain",2024-04-15,8.59,300.0
1533,REC-467524,12183,Tuiles goût salé,Bouton d'or,170 g,France,2025-06-13,20.94,170.0
1534,REC-863738,14977,Chips saveur Aïoli,Brets,125g,"France, Morocco, en:united-kingdom",2024-03-28,3.28,125.0
1535,REC-133930,12702,Galleta de mantequilla con tableta de chocolate con leche,Carrefour BIO,150 g,"France,Italy,Poland,Romania,Spain,Switzerland,Belgium",2025-10-06,6.06,150.0
1537,REC-738029,6428,République Dominicaine 80%,Alter Eco,100 g,France,2024-05-18,10.87,100.0
1539,REC-494728,14742,Werthers Original Drops Sukkerfri 42g,"Conaxess trade norway, Storck",42g,"Österreich, Belgien, Finnland, Frankreich, Marokko, Schweiz, Vereinigtes Königreich, Germany",2025-12-19,23.71,42.0
1540,REC-911361,12591,Storck Caramel Popcorn Classic 140g,Unknown,140 g,"Österreich,Frankreich,Deutschland,Neuseeland,Schweiz",2025-05-20,3.98,140.0
1541,REC-405085,12474,Balisto Miel Amandes x9,Balisto,167 g,"Frankreich, Deutschland, en:at",2025-08-24,11.56,167.0
1542,REC-745432,14538,Bombay mix,Cofresh,,"Francia,España,Reino Unido",2024-02-29,19.26,
1543,REC-796803,6353,Barres de Céréales Extra Kellogg's Miel - 4x32g,"Kellogg's, Extra",128 g,"Belgium,France",2025-08-08,3.24,128.0
1544,REC-967434,12306,Cashew Cookie Raw Fruit & Nut WholefoodBars,Nakd,4 x 35 g,"Ireland, en:united-kingdom",2025-06-04,1.47,4.0
1547,REC-932107,9651,Schweizer Kräuterbonbon,Ricola,,"Belgium, France, Germany, Switzerland, en:italy",2024-12-14,1.75,
1548,REC-907261,6921,Orange Menthe,Ricola,50 g,"Belgique,France",2026-01-03,11.3,50.0
1550,REC-363549,14703,Choco sticks,"Milka,Mondelez",112 g,"Bulgaria,Canada,Croatia,France,Italy,Morocco,Poland,Spain",2024-09-28,16.66,112.0
1551,REC-528754,5538,Barre Chocolatée Kinder Bueno Chocolat au Lait,"Kinder, Ferrero, Mixte",258 g,France,2025-06-06,18.47,258.0
1552,REC-383715,8250,Buoni cosi,Galbusera,300 g,"France,Italy",2025-03-01,16.17,300.0
1553,REC-128676,5141,MixMax,Balconi,35 g,"Belgium, Canada, France, Italy, Spain, United Kingdom, en:morocco",2025-03-09,12.18,35.0
1554,REC-255895,8185,Tortilla chips chili,"General Mills, Old El Paso",,"France, en:switzerland",2025-04-04,14.58,
1555,REC-759522,13173,Cheetos Sticks,cheetos,96 g,"Francia,España, en:morocco",2024-09-21,3.07,96.0
1557,REC-983695,13103,Sweet & Salty Microwave Popcorn,Butterkist,180g,United Kingdom,2025-09-26,22.25,180.0
1558,REC-591711,12690,Black's Organic White Chocolate Bar,Green & Black's,90g,"Ireland, en:united-kingdom",2025-10-24,6.79,90.0
1559,REC-455140,14636,Classic Cream Crackers,Asda,300 g,en:United Kingdom,2025-12-17,14.99,300.0
1560,REC-120006,7235,Tartines Craquantes Sarrasin,Le pain des fleurs,300 g,France,2026-01-10,12.02,300.0
1561,REC-374758,7662,Original Beef Stick,Chomps,32 grams,"United States, World",2025-12-01,15.38,32.0
1562,REC-396521,14269,Smooth operator milk chocolate,Montezuma's,,United Kingdom,2025-06-18,12.36,
1565,REC-859689,8866,Chocolat au lait,aiguebelle,100g,Morocco,2025-10-07,3.83,100.0
1566,REC-958829,5319,Oat Shortbread,walkers,,en:gb,2025-05-18,20.5,
1567,REC-944705,11585,Sablés Équilibre noisette,Le moulin du pivert,150 g,France,2024-03-03,21.06,150.0
1568,REC-611391,11450,Chips saveur miel moutarde,Brets,125 g,France,2024-11-06,14.42,125.0
1569,REC-629653,14007,Hot & Spicy,"Pringles, Pringles - Kellogg",185g,"Germany, en:france",2025-06-19,18.85,185.0
1570,REC-760152,12144,Brioches barre chocolat au lait,Pitch,300 g,France,2024-12-21,5.84,300.0
1572,REC-661558,8137,Mini Cheddars,"Jacob's, Jacobs",,en:gb,2025-04-16,14.77,
1573,REC-735951,7668,sour cream & onion flavour popped potato snacks,popchips,17g,en:United Kingdom,2025-11-19,8.74,17.0
1574,REC-484055,9960,Cioccoavena,mulino bianco,270g,en:Italy,2025-11-13,17.05,270.0
1575,REC-931515,12914,Nappés lait,Bjorg,150 g,France,2024-02-20,8.51,150.0
1576,REC-549925,13323,chips saveur barbecue,Lay's,,France,2024-09-04,4.71,
1577,REC-112650,12566,napolitane,Roshen,,"Argentina, Georgia, Romania, en:ukraine",2024-08-27,4.49,
1578,REC-798251,13055,Pringles Hot Smokin’ BBQ Ribs Flavour,Pringles,160g,"Frankreich, Marokko, Spanien, Vereinigtes Königreich, Germany",2024-09-01,17.85,160.0
1579,REC-991527,11686,Multi-Grain Crackers 6-Seed,Crunchmaster,,"United States, World",2025-07-11,20.06,
1580,REC-195320,5374,"Dark chocolate covered pretzels with peppermint pieces, peppermint",Unknown,21g,"Brazil, France, United States, en:united-kingdom",2025-12-27,21.9,21.0
1581,REC-375991,9334,Chocolat Lait Noisettes entières,"Bellarom, Fin Carre",200 g,France,2024-05-21,17.03,200.0
1582,REC-863414,7312,Fette croccanti con sesamo,Unknown,250 gram,"Francia,Alemania,Hungría,Italia,España",2024-06-19,23.96,250.0
1583,REC-923685,8623,Crusti Choc,Fin Carré,100g,"Франция,Германия,Унгария,Испания,България",2025-03-25,24.35,100.0
1584,REC-544776,14590,Chocolat Dégustation 70% cacao,Unknown,,"France,en:france",2025-12-14,6.54,
1585,REC-930146,5018,Bretzels d’alsace,ancel,,France,2025-02-26,24.21,
1587,REC-258443,14933,30 boudoirs 175g,Brossard,175 g,"Frankreich, Germany",2025-05-05,19.66,175.0
1588,REC-573438,7233,Haribo pik,Unknown,275 g,France,2025-02-27,9.74,275.0
1589,REC-504266,11739,Repas Équilibré barre saveur Pomme Framboise,Gerlinéa,360 g,France,2024-02-23,23.33,360.0
1590,REC-933430,9785,Sablés framboise sésame,Unknown,150 g,Francia,2025-03-04,16.62,150.0
1591,REC-784797,8474,Petit beurre,St Michel,180g,France,2025-11-11,23.98,180.0
1592,REC-647607,6711,Éclats de fèves de cacao noir,Unknown,100 g,"France,Italy,Kenya,Morocco,Spain",2025-01-06,5.6,100.0
1593,REC-692769,5208,Chocolat noir 80% - Équateur,Kaoka,100 g,"France,Netherlands",2025-04-06,16.03,100.0
1594,REC-847417,12296,L'originale,Bret's,30 g,France,2025-01-24,16.19,30.0
1595,REC-984143,10677,"Crackers Aux graines de courge, lin et sésame",Carrefour,175 g,France,2024-09-10,11.4,175.0
1596,REC-116729,5649,Chips Pom'Lisse,"Marque Repère, Pom'Lisse",200 g,France,2025-06-04,16.51,200.0
1597,REC-118132,14332,Rocher Suchard noir (7 x 35g) 245 g e,"Suchard,Suchard rocher",245 g,France,2024-07-28,8.23,245.0
1598,REC-515635,13485,Kinderriegel,"Ferrero,Kinder",378 g,"Autriche,France,Allemagne,Suisse",2024-10-05,4.98,378.0
1599,REC-839852,10772,Lightly Salted Tortilla Chips,CO OP,200 g,"France, en:united-kingdom",2025-01-24,9.07,200.0
1600,REC-899897,5645,M&M's - peanut,"M&m's, Mars, Mars Chocolat, Mars Chocolat France",500 g,"France,Suisse",2024-10-28,5.71,500.0
1601,REC-309726,12564,Toasting Muffins,Unknown,256g (4),United Kingdom,2024-12-14,17.9,256.0
1603,REC-282639,13493,chocolat brownie,Milka,180 g (6 x 30 g),"Belgique,France",2024-08-23,14.82,180.0
1605,REC-118285,10381,Kinder Bueno Mini,Kinder,108 g,"Belgium,France,Spain",2024-11-09,3.97,108.0
1606,REC-274883,6628,Butterkeks Petit beurre,Schär,165unknown,"France, Germany, en:morocco",2026-01-31,11.33,165.0
1608,REC-463087,7560,Primizie,Unknown,700 g,"France, Italy, Germany",2025-10-17,2.75,700.0
1609,REC-346480,5746,Crunchy Avena y Miel,"Nature Valley,General Mills",210 g (5 x 42 g),"Portugal,España",2026-01-23,20.47,210.0
1611,REC-629911,8800,Classic,Lay's,8 OZ (226.8 g),United States,2025-04-20,8.64,8.0
1612,REC-835675,10442,Team up,Tiffany,24 g,Morocco,2024-07-04,14.15,24.0
1613,REC-251464,13903,Gullon cookies,Gullón,,France,2025-11-24,4.38,
1614,REC-480076,12318,"Süßes, Schokolade Edelbitter 85%","Aldi, ALDI MOSER ROTH, Moser Roth",125g,"France,Germany",2024-05-13,23.89,125.0
1615,REC-338665,11750,Croc break,"Marque Repère, P'tit Déli",300g,France,2025-04-09,10.72,300.0
1617,REC-185822,7896,"Grainéa Abricot barres aux 5 céréales Maîs,Blé, Seigle, Riz  x 6 barres",GRAINÉA,126 g,Frankrijk,2024-09-21,24.19,126.0
1618,REC-932820,5437,Tortilla Chips Avocado Guacamole Flavour,Mister Free'd,135 g,"Germany, Ireland, en:united-kingdom",2025-05-03,11.2,135.0
1619,REC-362921,9748,Gewürz-Spekulatius,"Wintertraum,Borggreve",600 g,Deutschland,2024-11-24,10.28,600.0
1620,REC-969188,9861,Organic Sea Salt Thin & Crispy Tortilla Chips,Late July,,"en:us, World",2025-09-26,18.56,
1621,REC-313371,9652,Biscuits Épeautre et Sésame,Carrefour,"170 g (3 x 56,7 g)","France, Italie, Espagne",2025-10-19,24.92,170.0
1622,REC-971893,8711,Tartines grillées craquantes au froment 250g,U,250 g,France,2024-09-15,22.74,250.0
1623,REC-290308,14599,Sour Watermelon,Candy Kittens,140 g,United Kingdom,2024-07-25,12.79,140.0
1624,REC-439794,12701,Schokolade Halbbitter,Ritter Sport,100g,"Germany, en:morocco",2025-07-28,4.13,100.0
1625,REC-263925,13938,Crunchips Paprika,Unknown,150g,Deutschland,2025-12-28,22.38,150.0
1626,REC-295417,13481,85% Cacao NOIR,Carrefour,80 g,"France, Italy, Spain, en:morocco",2024-04-26,8.96,80.0
1627,REC-498452,13496,NESTLE FITNESS Cocoa Protein Bar Multipack (,"Nestlé, Nestle fitness no added sugar protein cocoa, Nestle",4 x 20 g,"Allemagne,Espagne",2025-10-25,17.27,4.0
1628,REC-554259,11314,Mikado,"Glico, LU, Mikado, Mondelez",100 g,France,2025-09-04,14.02,100.0
1629,REC-881519,7304,Nocciolata,Rigoni di Asiago,250 g,France,2025-02-17,24.26,250.0
1630,REC-596684,7736,Dark milk chocolate with blood orange,Marks & Spencer,100g,en:United Kingdom,2024-08-01,12.48,100.0
1631,REC-577588,8792,Original Saltine Crackers,Premium,1 lb,United States,2025-09-09,1.92,1.0
1632,REC-266020,6846,Cinnamon Brown Sugar Breakfast Biscuits,belVita,1.76oz,"France, United States",2025-02-10,24.67,1.76
1633,REC-772267,11957,Organic Tortilla Chips,Unknown,40 oz,United States,2024-04-29,2.18,40.0
1634,REC-364543,8627,Bastoncini salati,Snack day,250g,"Frankreich, Litauen, Niederlande, Germany",2025-04-25,9.22,250.0
1636,REC-308580,10938,Nature Tortilla,Snack Day,300 g,"Frankrijk,Duitsland,Nederland",2026-02-04,1.86,300.0
1638,REC-951803,10221,10 pains au lait,Les PâtissadesAldi,400 g,"Canada,France",2025-06-07,23.13,400.0
1639,REC-113164,6647,Belvita Petit-Déjeuner Original,"BelVita, LU",400g,"Belgique,France,Suisse",2024-02-14,11.88,400.0
1641,REC-862062,8260,Lutti best fizz tubo 550g,Lutti,0.55 kg,France,2024-05-24,14.13,0.55
1642,REC-641701,11454,Cheetos goût fromage,Cheetos,75 g,France,2025-04-07,6.48,75.0
1643,REC-540919,11809,Biscuit Cacaoté Fourré Saveur Vanille,Gerblé,176 g,"Francia,Reunión",2025-08-09,1.28,176.0
1644,REC-949221,11012,Cookies Chocolat Noisettes,Bonne Maman,225g,"Belgium,France,Switzerland",2024-03-21,8.63,225.0
1645,REC-616247,5031,Tuiles saveur crème oignon,Bouton d'or,170 g,France,2024-04-21,17.58,170.0
1646,REC-605140,10715,Crackers 3 graines - BIO,"Chabrior, Regain",200 g,France,2024-07-04,5.8,200.0
1647,REC-903541,13160,Vico La Classique 400g,"Intersnack, Vico",400 g,France,2024-10-10,5.18,400.0
1648,REC-533561,7488,Chocolate Fitness Special K,Nestlé,"23,5 g","Belgium,France,Spain,Finland",2024-08-18,7.57,23.0
1649,REC-966633,7264,Noir quinoa soufflé,Alter Eco,100 g e,France,2024-04-03,23.24,100.0
1650,REC-875560,9194,Lightly sea salted crisps,Coop,150 g,"France,United Kingdom",2025-03-28,11.63,150.0
1651,REC-670784,13967,Soreen Malt Loaf 190g,Soreen,190 g,"France, en:united-kingdom",2024-02-16,22.19,190.0
1653,REC-527275,5384,Croissant with Cocoa Filling,7 DAYS,65 g,"Poland,Romania",2025-07-04,20.03,65.0
1654,REC-706193,12973,Belvita Muesli,"Belvita,Mondelez",300 g,"France,Poland,Romania",2025-09-10,24.89,300.0
1655,REC-927322,13805,Petit Lu beurre & sel de Guérande,LU,200 g,France,2024-05-07,13.26,200.0
1656,REC-660478,7220,prince,"Lu, Mondelez",300g,"Belgien, Luxemburg, Schweiz, Germany",2024-12-28,9.55,300.0
1657,REC-408670,11847,Leo,Milka,33g,"Belgium, France, Luxembourg, Slovenia, en:morocco",2024-08-15,4.32,33.0
1658,REC-113161,14871,Ferrero Rocher,Ferrero,375 g,"Albania,Australia,Austria,Belgium,Bosnia and Herzegovina,Croatia,France,Italy,Montenegro,Morocco,North Macedonia,Serbia,Slovenia,Switzerland,Thailand,United Kingdom",2024-03-30,10.0,375.0
1659,REC-238315,9290,Magretti,Galbusera,260 g,"en:italy, en:france",2025-11-04,8.89,260.0
1660,REC-911324,14318,Mix milk,Balconi,1pcs,"Belgium, France, Germany, en:morocco",2024-08-04,4.28,1.0
1662,REC-308966,13284,Mega Duo Doble Cacao,Gullón,500 g,"Algeria, Morocco, Spain, fr:Francia, en:france",2026-01-15,23.66,500.0
1663,REC-696383,5480,Lays Oven Baked roasted paprika,Lay's,150 gram,"Belgium,France,Netherlands",2025-03-11,8.7,150.0
1664,REC-853198,10142,karamelová pomazánka v lednici,Saveurs de nos régions,340g,"Frankreich, Germany",2025-06-08,16.86,340.0
1665,REC-145978,9537,Fig Rolls,lidl,200g,France,2025-04-26,20.88,200.0
1667,REC-989461,6751,Bio organic,Gullón,170 g,"Bulgaria,Francia,Marruecos,Rumania,España",2025-05-22,13.37,170.0
1668,REC-725479,5077,Micro Popcorn sare,Chio,80 g,"Франция,Румъния,България",2025-08-20,11.83,80.0
1669,REC-380923,10061,ready salted crisps,By Sainsbury's,6 x 25 g,en:gb,2024-09-24,19.97,6.0
1670,REC-809940,12349,Fruit & Seed Oatcakes on the go,Unknown,,United Kingdom,2024-07-15,1.47,
1672,REC-749978,14606,Grenada,"J.D. Gross, Lidl",100 g,"Deutschland,Vereinigtes Königreich,en:germany",2024-12-08,9.71,100.0
1673,REC-435053,8868,Barres Granola au sirop d'érable,Crownfield,252 g (6 x 42g),"United Kingdom, en:france",2024-05-24,17.17,252.0
1675,REC-470270,13664,Chicles hierbabuena,Hacendado,100 g,"Marruecos,España",2024-05-07,14.23,100.0
1676,REC-336409,5511,Chips à la crevette,Suzi Wan,50 g,"France, en:italy",2025-02-08,21.26,50.0
1677,REC-678154,11417,Monster Munch Crazy Goût Crème Oignon,"Intersnack, Vico",150g,en:fr,2024-09-04,2.7,150.0
1678,REC-560466,6280,Baked Sea Salt,Walkers,6x22g,United Kingdom,2025-11-04,6.32,6.0
1679,REC-726977,5560,Muffins,Unknown,,en:Morocco,2024-12-30,16.57,
1680,REC-562193,10067,Lay's Paysanne saveur oignons de Roscoff caramélisé,"LAY'S, Lays",120 g,Frankreich,2024-08-22,7.93,120.0
1681,REC-418321,13314,Paprika,Pringles,185 g,"Spain, United Kingdom, en:italy",2024-11-01,10.68,185.0
1682,REC-624005,12396,Tablette de Chocolat Noir Excellence Pailleté Dentelle,Unknown,100 g,France,2025-03-07,12.36,100.0
1684,REC-284514,11871,Petit dej’ pepites de chocolat & miel,Gerblé,132 g (3 sachets de 3 biscuits),France,2024-03-06,11.31,132.0
1685,REC-162086,6398,Chocolat noir 70% cacao,Lidl,6 x 30 g,"France,Suisse",2025-05-23,19.84,6.0
1686,REC-523299,8641,Roasted Pistachios,"The Foodie Market, Aldi, Aldi The Foodie Market",200g,United Kingdom,2024-04-28,19.76,200.0
1687,REC-704408,13666,protein bar caramel,"Nākd, Nakd",45g,"United Kingdom, en:netherlands",2024-04-01,15.12,45.0
1688,REC-608717,11578,Rosemary & Sea Salt Flatbread Thins,Rivercote,125 g,en:United Kingdom,2025-06-07,7.74,125.0
1689,REC-533848,14633,P'tit Gouter,It,52g,Morocco,2025-02-16,8.4,52.0
1691,REC-281034,10067,Chocolate and Hazelnut Cake,Shär Gluten-Free,180 g,"France,Monaco",2025-08-15,2.59,180.0
1693,REC-660776,8703,Jammie dodgers raspberry flavour,Unknown,140g,"France, United Kingdom",2025-03-22,12.88,140.0
1694,REC-270756,13511,Barre pâtissière aux œufs frais,Unknown,800 g,France,2025-05-30,10.91,800.0
1695,REC-677323,9539,Excellence Milk Sea Salt Caramel,Lindt,,"Australie,France,Royaume-Uni",2024-12-25,11.08,
1696,REC-523713,12802,Rotella,Haribo,300g,"Francia,Suiza",2025-03-29,3.18,300.0
1697,REC-480368,11259,Galettes au bon beurre,St Michel,520 g,France,2024-08-04,6.25,520.0
1698,REC-213646,6733,La madeleine Bio,Bjorg,225 g,France,2024-10-12,10.37,225.0
1699,REC-718928,7499,Cookies bio quinoa pépites chocolat paquet de 175g,Unknown,175 g,France,2025-05-25,6.35,175.0
1700,REC-770218,10206,Brioche tressée pur beurre 800g,La boulangère,800 g,France,2025-05-29,3.56,800.0
1701,REC-684462,9477,Chips paysannes nature,"Marque Repère, Pom'Lisse",150 g,"Frankrijk,Réunion",2025-08-28,13.38,150.0
1702,REC-358374,11840,Petit beurre nature,Bisson,150 g,France,2024-08-14,19.31,150.0
1703,REC-357252,5798,Chocolat noir Gingembre confit,ethiquable,100 g,France,2025-02-07,13.89,100.0
1704,REC-746500,6227,Milchschnitte,"Kinder, Ferrero",140 g (5x28g),"Österreich,Deutschland,Ungarn,Rumänien,Schweiz",2025-12-19,14.87,140.0
1706,REC-441814,12186,38G SKITTLES SACHET,Mars norge as,,"Bulgaria, France, Germany, Romania, en:ukraine",2025-12-25,15.89,
